what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1296360087412
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1296360087431
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360090668
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360102388
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296360103929
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360112646
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360256630
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296360277163
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360280035
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360290977
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1296360291026
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360294444
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360308434
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296360309903
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1296360323146
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360324797
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360714519
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296360719709
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360722513
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360728126
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1296360728175
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360731324
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360739416
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360739644
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360741674
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360745998
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360749795
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360750017
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360751704
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360754369
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360760616
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360763281
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296360763343
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360770550
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360770640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360773050
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1296360773096
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360777683
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360784459
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1296360784510
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360789642
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360812422
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296360812490
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296360820356
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296360827615
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296360830935
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360839943
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360840000
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360841964
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1296360842008
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360862263
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360890851
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296360893704
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296360898297
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296360911405
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296361187218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296361267053
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296362457678
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296362473106
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296362715304
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296362717423
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296362730551
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296362992380
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296362992422
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1296362993425
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296362996203
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296363010755
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1296363010801
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1296363010801
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296363013283
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296363015130
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1296363018622
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1296363021032
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1296363021039
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100529-0735,"org.eclipse.ecf.filetransfer",1296363021128
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100529-0735,"org.eclipse.ecf.identity",1296363021156
started,bundle,org.eclipse.ecf,3.1.0.v20100529-0735,"org.eclipse.ecf",1296363021186
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer.httpclient",1296363021206
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100529-0735,"org.eclipse.ecf.provider.filetransfer",1296363021214
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296363021402
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296363023103
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1296363023172
started,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1296363026047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296363026488
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.0.v20100518,"org.eclipse.equinox.p2.extensionlocation",1296363027091
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1296363028408
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1296363028412
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.1.R36x_v20100901,"org.eclipse.equinox.p2.artifact.repository",1296363054444
started,bundle,org.eclipse.equinox.p2.director,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.director",1296363059335
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.100.v20100503,"org.eclipse.equinox.p2.garbagecollector",1296363059351
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.2.R36x_v20100823,"org.eclipse.equinox.p2.touchpoint.eclipse",1296363070524
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1296363070527
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1296363070546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296363071120
executed,command,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1296363071211
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296363071557
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.200.v20100505,"org.eclipse.equinox.frameworkadmin.equinox",1296363134753
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296363314430
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.core",1296363314501
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296363314764
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1296363315517
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1296363315519
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1296363315520
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1296363315521
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1296363315522
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1296363315522
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1296363315523
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1296363315528
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1296363315529
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1296363315529
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1296363315530
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1296363315531
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1296363315533
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1296363315534
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1296363315540
stopped,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1296363315540
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1296363315541
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1296363315542
stopped,bundle,com.google.appengine.eclipse.sdkbundle.1.4.0,1.4.0.v201012021502,"com.google.appengine.eclipse.sdkbundle.1.4.0",1296363315542
stopped,bundle,com.google.gdt.eclipse.maven,1.4.2.v201012211742,"com.google.gdt.eclipse.maven",1296363315542
stopped,bundle,com.google.gdt.eclipse.suite,1.4.2.v201012211742,"com.google.gdt.eclipse.suite",1296363315542
stopped,bundle,com.google.appengine.eclipse.core,1.4.2.v201012211742,"com.google.appengine.eclipse.core",1296363315542
stopped,bundle,com.google.gwt.eclipse.oophm,1.4.2.v201012211742,"com.google.gwt.eclipse.oophm",1296363315543
stopped,bundle,com.google.gwt.eclipse.sdkbundle.2.1.1,2.1.1.v201012170127,"com.google.gwt.eclipse.sdkbundle.2.1.1",1296363315543
stopped,bundle,com.google.gwt.eclipse.core,1.4.2.v201012211742,"com.google.gwt.eclipse.core",1296363315557
stopped,bundle,com.google.gdt.eclipse.core,1.4.2.v201012211742,"com.google.gdt.eclipse.core",1296363315558
stopped,bundle,com.google.gdt.eclipse.platform,1.4.2.v201012211742,"com.google.gdt.eclipse.platform",1296363315559
stopped,bundle,com.google.gdt.eclipse.platform.e36,1.4.2.v201012211742,"com.google.gdt.eclipse.platform.e36",1296363315559
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1296363315559
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1296363315560
stopped,bundle,org.eclipse.jst.server.ui,1.1.101.v20100823b,"org.eclipse.jst.server.ui",1296363315561
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1296363315561
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1296363315562
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1296363315562
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.3.0.v201004280001,"org.eclipse.jpt.eclipselink.ui",1296363315577
stopped,bundle,org.eclipse.jpt.eclipselink.core,1.3.1.v201007142310,"org.eclipse.jpt.eclipselink.core",1296363315578
stopped,bundle,org.eclipse.jpt.jaxb.ui,1.0.1.v201006300000,"org.eclipse.jpt.jaxb.ui",1296363315579
